age,height,edu,fit,race_ethnicity,height_group,cluster
37,72,More than High School,not_fit,White,not_short,2
27,71,More than High School,fit,multiple,not_short,2
35,72,High School or less,not_fit,other,not_short,2
47,70,More than High School,fit,Latinx,not_short,2
24,73,More than High School,fit,Latinx,not_short,2
38,71,More than High School,not_fit,White,not_short,2
31,72,unknown,fit,White,not_short,2
42,64,More than High School,fit,multiple,short,1
35,69,More than High School,fit,Asian,short,1
28,69,More than High School,not_fit,White,short,1
29,77,More than High School,not_fit,White,not_short,2
22,68,unknown,not_fit,White,short,1
26,71,More than High School,not_fit,other,not_short,2
26,70,More than High School,fit,White,not_short,2
30,76,unknown,fit,multiple,not_short,2
23,72,More than High School,fit,Asian,not_short,2
32,67,More than High School,fit,Latinx,short,1
22,68,More than High School,fit,Latinx,short,1
38,72,More than High School,fit,White,not_short,2
27,70,More than High School,fit,White,not_short,2
26,73,High School or less,not_fit,White,not_short,2
32,64,More than High School,fit,Asian,short,1
31,65,More than High School,not_fit,other,short,1
34,76,More than High School,fit,White,not_short,2
43,69,More than High School,fit,White,short,1
32,69,More than High School,not_fit,Latinx,short,1
26,71,High School or less,not_fit,White,not_short,2
27,71,More than High School,fit,White,not_short,2
25,72,More than High School,fit,White,not_short,2
44,67,More than High School,fit,White,short,1
23,66,More than High School,not_fit,Asian,short,1
30,71,More than High School,not_fit,Asian,not_short,2
20,69,High School or less,not_fit,White,short,1
50,67,More than High School,fit,White,short,1
30,70,More than High School,fit,White,not_short,2
31,71,More than High School,fit,White,not_short,2
24,66,More than High School,fit,Asian,short,1
22,70,More than High School,not_fit,White,not_short,2
39,76,More than High School,fit,White,not_short,2
24,67,More than High School,fit,White,short,1
34,69,More than High School,fit,White,short,1
33,75,More than High School,not_fit,White,not_short,2
42,68,More than High School,not_fit,Asian,short,1
23,75,More than High School,fit,White,not_short,2
31,73,More than High School,not_fit,White,not_short,2
24,73,More than High School,fit,White,not_short,2
37,71,More than High School,fit,White,not_short,2
49,66,More than High School,not_fit,White,short,1
32,72,High School or less,fit,other,not_short,2
34,71,More than High School,not_fit,White,not_short,2
22,70,High School or less,fit,White,not_short,2
28,66,More than High School,not_fit,Latinx,short,1
29,68,More than High School,not_fit,White,short,1
22,68,High School or less,fit,White,short,1
35,68,More than High School,fit,White,short,1
29,73,More than High School,not_fit,White,not_short,2
43,70,More than High School,not_fit,White,not_short,2
26,71,More than High School,fit,White,not_short,2
25,70,More than High School,not_fit,White,not_short,2
27,70,More than High School,fit,White,not_short,2
31,66,High School or less,fit,other,short,1
39,65,More than High School,not_fit,White,short,1
30,68,More than High School,not_fit,White,short,1
25,71,More than High School,not_fit,White,not_short,2
24,72,More than High School,not_fit,White,not_short,2
32,72,More than High School,not_fit,White,not_short,2
24,70,High School or less,not_fit,Latinx,not_short,2
31,73,More than High School,fit,other,not_short,2
32,73,unknown,fit,White,not_short,2
21,70,High School or less,not_fit,White,not_short,2
24,69,More than High School,not_fit,White,short,1
25,66,More than High School,not_fit,Asian,short,1
20,70,More than High School,not_fit,White,not_short,2
26,72,More than High School,fit,Asian,not_short,2
24,75,unknown,fit,White,not_short,2
34,70,More than High School,fit,White,not_short,2
24,69,More than High School,fit,White,short,1
26,72,More than High School,fit,other,not_short,2
29,73,More than High School,fit,White,not_short,2
28,70,unknown,not_fit,multiple,not_short,2
35,75,More than High School,fit,White,not_short,2
27,70,More than High School,not_fit,Latinx,not_short,2
28,68,More than High School,fit,Asian,short,1
27,71,More than High School,fit,White,not_short,2
26,71,unknown,not_fit,White,not_short,2
28,71,High School or less,fit,multiple,not_short,2
34,74,More than High School,not_fit,White,not_short,2
38,72,More than High School,not_fit,White,not_short,2
33,68,High School or less,fit,White,short,1
32,70,unknown,fit,White,not_short,2
28,72,More than High School,fit,Asian,not_short,2
33,70,unknown,unknown,other,not_short,2
27,68,More than High School,not_fit,Asian,short,1
31,68,High School or less,not_fit,Latinx,short,1
28,66,More than High School,not_fit,Asian,short,1
43,66,More than High School,not_fit,White,short,1
24,72,High School or less,not_fit,White,not_short,2
28,71,More than High School,fit,White,not_short,2
25,70,More than High School,not_fit,White,not_short,2
34,72,More than High School,fit,White,not_short,2
53,69,More than High School,fit,White,short,1
37,67,More than High School,fit,other,short,1
29,71,More than High School,fit,Black,not_short,2
22,71,unknown,not_fit,Latinx,not_short,2
32,69,More than High School,fit,multiple,short,1
36,73,More than High School,fit,Asian,not_short,2
56,62,More than High School,not_fit,other,short,1
34,69,More than High School,not_fit,Asian,short,1
31,71,More than High School,not_fit,White,not_short,2
42,70,High School or less,fit,multiple,not_short,2
44,70,More than High School,not_fit,White,not_short,2
24,71,High School or less,not_fit,White,not_short,2
27,74,More than High School,fit,White,not_short,2
22,67,More than High School,fit,Asian,short,1
40,68,More than High School,fit,White,short,1
26,72,More than High School,fit,White,not_short,2
29,75,More than High School,not_fit,multiple,not_short,2
24,70,More than High School,not_fit,White,not_short,2
19,71,unknown,not_fit,White,not_short,2
32,70,More than High School,fit,Black,not_short,2
28,72,More than High School,fit,multiple,not_short,2
52,68,More than High School,not_fit,Asian,short,1
36,66,unknown,not_fit,Latinx,short,1
27,63,unknown,not_fit,Asian,short,1
23,69,High School or less,not_fit,Asian,short,1
21,70,High School or less,fit,White,not_short,2
22,74,High School or less,fit,Asian,not_short,2
32,76,unknown,not_fit,White,not_short,2
24,72,More than High School,not_fit,multiple,not_short,2
21,69,High School or less,not_fit,Asian,short,1
37,72,More than High School,fit,White,not_short,2
45,74,More than High School,not_fit,White,not_short,2
44,64,More than High School,fit,Asian,short,1
24,74,More than High School,fit,Latinx,not_short,2
63,70,More than High School,fit,Latinx,not_short,2
30,69,More than High School,not_fit,White,short,1
24,68,unknown,fit,Black,short,1
26,72,More than High School,fit,multiple,not_short,2
27,71,More than High School,not_fit,White,not_short,2
33,70,More than High School,not_fit,Asian,not_short,2
27,69,More than High School,fit,Asian,short,1
23,73,More than High School,fit,multiple,not_short,2
23,65,More than High School,not_fit,Asian,short,1
23,70,High School or less,not_fit,White,not_short,2
26,67,High School or less,not_fit,White,short,1
24,73,More than High School,fit,multiple,not_short,2
34,73,More than High School,not_fit,White,not_short,2
31,73,More than High School,fit,White,not_short,2
28,68,More than High School,fit,White,short,1
38,69,More than High School,fit,White,short,1
26,67,More than High School,not_fit,Latinx,short,1
30,67,More than High School,fit,White,short,1
25,69,More than High School,fit,White,short,1
34,67,More than High School,not_fit,White,short,1
31,64,More than High School,not_fit,Asian,short,1
45,70,More than High School,not_fit,White,not_short,2
25,70,unknown,not_fit,White,not_short,2
21,70,High School or less,not_fit,White,not_short,2
23,74,High School or less,fit,Latinx,not_short,2
29,68,More than High School,fit,Asian,short,1
35,71,More than High School,fit,White,not_short,2
44,70,More than High School,not_fit,White,not_short,2
20,66,High School or less,not_fit,Asian,short,1
26,64,More than High School,fit,White,short,1
43,70,More than High School,not_fit,Asian,not_short,2
25,72,High School or less,not_fit,White,not_short,2
32,72,More than High School,fit,White,not_short,2
27,74,High School or less,fit,Black,not_short,2
28,70,High School or less,fit,Latinx,not_short,2
25,74,More than High School,not_fit,White,not_short,2
33,69,More than High School,fit,Latinx,short,1
25,71,More than High School,fit,White,not_short,2
24,74,High School or less,not_fit,White,not_short,2
33,72,More than High School,fit,White,not_short,2
45,70,More than High School,fit,White,not_short,2
30,70,More than High School,fit,White,not_short,2
34,70,More than High School,not_fit,Latinx,not_short,2
23,67,unknown,not_fit,White,short,1
29,69,More than High School,not_fit,White,short,1
38,68,More than High School,not_fit,White,short,1
38,71,More than High School,fit,other,not_short,2
24,70,More than High School,fit,White,not_short,2
34,70,More than High School,fit,White,not_short,2
39,74,More than High School,fit,White,not_short,2
31,71,More than High School,not_fit,White,not_short,2
26,70,More than High School,fit,White,not_short,2
54,70,More than High School,not_fit,White,not_short,2
66,68,High School or less,not_fit,other,short,1
30,65,More than High School,fit,White,short,1
33,70,More than High School,fit,White,not_short,2
29,70,More than High School,not_fit,multiple,not_short,2
37,76,More than High School,fit,White,not_short,2
27,67,More than High School,fit,White,short,1
31,68,More than High School,fit,White,short,1
31,72,More than High School,fit,White,not_short,2
30,64,More than High School,fit,Asian,short,1
51,68,unknown,fit,White,short,1
29,71,More than High School,fit,multiple,not_short,2
24,67,More than High School,not_fit,Asian,short,1
32,72,More than High School,fit,White,not_short,2
44,72,More than High School,fit,White,not_short,2
28,72,More than High School,fit,Latinx,not_short,2
25,73,High School or less,not_fit,Asian,not_short,2
23,71,More than High School,fit,Latinx,not_short,2
39,68,More than High School,not_fit,White,short,1
30,69,More than High School,fit,Asian,short,1
32,67,More than High School,not_fit,White,short,1
42,72,More than High School,fit,White,not_short,2
29,74,More than High School,fit,White,not_short,2
18,65,unknown,not_fit,Black,short,1
23,70,More than High School,not_fit,White,not_short,2
41,67,More than High School,not_fit,White,short,1
37,69,More than High School,fit,White,short,1
25,71,High School or less,not_fit,White,not_short,2
45,69,More than High School,fit,White,short,1
37,76,More than High School,fit,White,not_short,2
34,70,More than High School,not_fit,Latinx,not_short,2
37,71,More than High School,fit,White,not_short,2
31,72,More than High School,fit,multiple,not_short,2
37,68,More than High School,fit,Asian,short,1
26,72,More than High School,fit,White,not_short,2
31,72,More than High School,fit,White,not_short,2
25,71,More than High School,not_fit,White,not_short,2
45,70,More than High School,not_fit,White,not_short,2
29,73,More than High School,not_fit,White,not_short,2
30,68,More than High School,fit,Asian,short,1
28,69,High School or less,not_fit,White,short,1
32,71,unknown,fit,multiple,not_short,2
27,72,More than High School,fit,White,not_short,2
24,70,More than High School,fit,White,not_short,2
29,70,More than High School,fit,Asian,not_short,2
32,70,More than High School,fit,Asian,not_short,2
35,70,More than High School,not_fit,White,not_short,2
30,68,unknown,fit,Latinx,short,1
52,67,More than High School,fit,White,short,1
25,69,unknown,fit,White,short,1
37,74,More than High School,not_fit,Latinx,not_short,2
28,70,More than High School,fit,multiple,not_short,2
35,72,More than High School,fit,other,not_short,2
25,69,More than High School,fit,Asian,short,1
25,75,unknown,not_fit,White,not_short,2
54,70,More than High School,fit,Latinx,not_short,2
34,72,More than High School,not_fit,White,not_short,2
47,72,More than High School,fit,White,not_short,2
37,71,More than High School,fit,White,not_short,2
24,72,unknown,not_fit,White,not_short,2
30,64,More than High School,fit,Asian,short,1
29,70,More than High School,not_fit,White,not_short,2
50,71,High School or less,fit,other,not_short,2
